"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles"
"199","It","It","New Line Cinema","R","2017","8.5","In a small town in Maine, seven children
known as The Losers Club come face to
face with life problems, bullies and a
monster that takes the shape of a clown
called Pennywise.","Thriller - Horror","N/A","N/A","Your fears are unleashed","2017-09-05","Chase Palmer - Gary Dauberman","US","2:14:42","Andy Muschietti","Jaeden Lieberher - Bill Skarsgård -
Jeremy Ray Taylor"
"200","It Comes at Night","It Comes at Night","Animal Kingdom","R","2017","8.8","Secure within a desolate home as an
unnatural threat terrorizes the world, a
man has established a tenuous domestic
order with his wife and son, but this
will soon be put to test when a
desperate young family arrives seeking
refuge.","Mystery - Horror","N/A","N/A","N/A","2017-06-09","Trey Edward Shults","US","1:31:46","Trey Edward Shults","Joel Edgerton - Christopher Abbott -
Carmen Ejogo"
"201","It Follows","It Follows","Northern Lights Films","R","2015","9.7","For 19-year-old Jay, fall should be
about school, boys and weekends out at
the lake. But a seemingly innocent
physical encounter turns sour and gives
her the inescapable sense that someone,
or something, is following her. Faced
with this burden, Jay and her teenage
friends must find a way to escape the
horror that seems to be only a few steps
behind.","Mystery - Horror","N/A","N/A","It doesn't think, it doesn't feel, it
doesn't give up","2015-02-04","David Robert Mitchell","US","1:40:12","David Robert Mitchell","Maika Monroe - Keir Gilchrist - Daniel
Zovatto"
"202","It's a Wonderful Life","It's a Wonderful Life","RKO Radio Pictures","G","1946","9.4","A holiday favourite for generations...
George Bailey has spent his entire life
giving to the people of Bedford Falls.
All that prevents rich skinflint Mr.
Potter from taking over the entire town
is George's modest building and loan
company.  But on Christmas Eve the
business's $8,000 is lost and George's
troubles begin.","Family - Drama","N/A","2017-12-22","It's a wonderful laugh! It's a wonderful
love!","1946-12-20","Frances Goodrich - Albert Hackett","USA","2:10:38","Frank Capra","James Stewart - Donna Reed - Lionel
Barrymore"
"203","It's the Great Pumpkin, Charlie Brown","It's the Great Pumpkin, Charlie Brown","Warner Bros. Home Video","Not Rated","1966","9.4","This classic ""Peanuts"" tale focuses on
the thumb-sucking, blanket-holding
Linus, and his touching faith in the
""Great Pumpkin."" When Linus discovers
that no one else believes in the
creature, he sets out to prove that the
Pumpkin's no myth—by spending the night
alone in a pumpkin patch.","Animation - Family","N/A","N/A","Every year he rises from the pumpkin
patch...","1966-10-27","Charles M. Schulz","US","0:25:16","Bill Melendez","Christopher Shea - Sally Dryer - Kathy
Steinberg"
"204","Jackie Brown","Jackie Brown","Miramax Films","R","1997","8.7","Jackie Brown is a flight attendant who
gets caught in the middle of smuggling
cash into the country for her gunrunner
boss. When the cops try to use Jackie to
get to her boss, she hatches a plan—with
help from a bail bondsman—to keep the
money for herself. Based on Elmore
Leonard's novel “Rum Punch”.","Crime - Drama","N/A","N/A","Six players on the trail of a half a
million in Cash. There's only one
question... Who's playing who?","1997-12-24","Quentin Tarantino","US","2:34:22","Quentin Tarantino","Pam Grier - Samuel L. Jackson - Robert
Forster"
"205","Jawbreaker","Jawbreaker","TriStar Pictures","R","1999","0.7","3 of Reagan High School's most popular
girls pretend to kidnap their friend by
shoving a jawbreaker into the victim's
mouth to keep her from screaming. Their
plan goes awry when the girl swallows
the jawbreaker, choking to death. Now
the leader of the pack will do anything
to keep the accident a secret.","Crime - Comedy","N/A","N/A","Suck it and see...","1999-01-30","Darren Stein","USA","1:26:46","Darren Stein","Rose McGowan - Julie Benz - Rebecca
Gayheart"
"206","Jerry Maguire","Jerry Maguire","Gracie Films","TV-14","1996","8.3","Jerry Maguire used to be a typical
sports agent: willing to do just about
anything he could to get the biggest
possible contracts for his clients, plus
a nice commission for himself. Then, one
day, he suddenly has second thoughts
about what he's really doing. When he
voices these doubts, he ends up losing
his job and all of his clients, save Rod
Tidwell, an egomaniacal football player.","Sport - Romance","N/A","N/A","Everybody loved him... Everybody
disappeared.","1996-12-06","Cameron Crowe","US","2:18:36","Cameron Crowe","Tom Cruise - Cuba Gooding Jr. - Renée
Zellweger"
"207","JFK","JFK","Camelot Productions","R","1991","8.4","New Orleans District Attorney Jim
Garrison discovers there's more to the
Kennedy assassination than the official
story.","History - Drama","N/A","N/A","The story that won’t go away.","1991-12-20","Oliver Stone - Zachary Sklar","FR","3:25:49","Oliver Stone","Kevin Costner - Tommy Lee Jones - Gary
Oldman"
"4011","Jigsaw","Jigsaw","Twisted Pictures","R","2017","5.9","Dead bodies begin to turn up all over
the city, each meeting their demise in a
variety of grisly ways. All
investigations begin to point the finger
at deceased killer John Kramer.","Crime - Mystery","N/A","N/A","A New Game Begins.","2017-10-25","Pete Goldfinger - Josh Stolberg","US","1:31:56","Michael Spierig - Peter Spierig","Matt Passmore - Tobin Bell - Callum
Keith Rennie"
"208","Jobs","Jobs","Open Road Films","PG-13","2013","2.8","The story of Steve Jobs' ascension from
college dropout into one of the most
revered creative entrepreneurs of the
20th century.","Biography - Drama","N/A","N/A","Some see what's possible, others change
what's possible.","2013-08-16","Matt Whiteley","US","2:07:30","Joshua Michael Stern","Ashton Kutcher - Dermot Mulroney -
Amanda Crew"
"209","John Wick","John Wick","Summit Entertainment","R","2014","8.6","Ex-hitman John Wick comes out of
retirement to track down the gangsters
that took everything from him.","Crime - Action","N/A","N/A","Don't set him off.","2014-10-22","Derek Kolstad","US","1:41:12","Chad Stahelski - David Leitch","Keanu Reeves - Michael Nyqvist - Alfie
Allen"
"210","John Wick: Chapter 2","John Wick: Chapter 2","Thunder Road Pictures","R","2017","8.9","John Wick is forced out of retirement by
a former associate looking to seize
control of a shadowy international
assassins’ guild. Bound by a blood oath
to aid him, Wick travels to Rome and
does battle against some of the world’s
most dangerous killers.","Crime - Action","N/A","N/A","Never stab the devil in the back","2017-02-08","Derek Kolstad","US","2:02:22","Chad Stahelski","Keanu Reeves - Common - Laurence
Fishburne"
"384","The Judge","Judge","Village Roadshow Pictures","R","2014","4.7","A successful lawyer returns to his
hometown for his mother's funeral only
to discover that his estranged father,
the town's judge, is suspected of
murder.","Crime - Drama","N/A","N/A","Defend your Honor.","2014-10-08","Bill Dubuque - Nick Schenk","US","2:21:32","David Dobkin","Robert Duvall - Robert Downey Jr. - Vera
Farmiga"
"4100","Justice League","Justice League","DC Comics","PG-13","2017","N/A","Fueled by his restored faith in humanity
and inspired by Superman's selfless act,
Bruce Wayne and Diana Prince assemble a
team of metahumans consisting of Barry
Allen, Arthur Curry, and Victor Stone to
face the catastrophic threat of
Steppenwolf and the Parademons who are
on the hunt for three Mother Boxes on
Earth.","Action - Adventure","N/A","2018-02-12","N/A","2017-11-15","Chris Terrio - Joss Whedon","US","1:59:43","Zack Snyder","Ben Affleck - Henry Cavill - Amy Adams"
"211","Kill Bill: Vol. 1","Kill Bill: Vol. 1","Miramax Films","R","2003","8.5","An assassin is shot at the altar by her
ruthless employer, Bill and other
members of their assassination circle –
but 'The Bride' lives to plot her
vengeance. Setting out for some payback,
she makes a death list and hunts down
those who wronged her, saving Bill for
last.","Crime - Action","N/A","N/A","Go for the kill.","2003-10-10","Quentin Tarantino","US","1:50:43","Quentin Tarantino","Uma Thurman - Lucy Liu - Vivica A. Fox"
"212","Kill Bill: Vol. 2","Kill Bill: Vol. 2","Miramax Films","R","2004","8.5","The Bride unwaveringly continues on her
roaring rampage of revenge against the
band of assassins who had tried to kill
her and her unborn child. She visits
each of her former associates one-by-
one, checking off the victims on her
Death List Five until there's nothing
left to do … but kill Bill.","Crime - Action","N/A","N/A","The bride is back for the final cut.","2004-04-16","Quentin Tarantino","US","2:16:57","Quentin Tarantino","Uma Thurman - David Carradine - Daryl
Hannah"
"213","Killing Them Softly","Killing Them Softly","Plan B Entertainment","R","2012","7.4","Jackie Cogan is an enforcer hired to
restore order after three dumb guys rob
a Mob protected card game, causing the
local criminal economy to collapse.","Crime - Thriller","N/A","N/A","In America you're on your own.","2012-09-20","Andrew Dominik","USA","1:37:06","Andrew Dominik","Brad Pitt - Scoot McNairy - Ben
Mendelsohn"
"214","King Arthur: Legend of the Sword","King Arthur: Legend of the Sword","Village Roadshow Pictures","PG-13","2017","6.9","When the child Arthur’s father is
murdered, Vortigern, Arthur’s uncle,
seizes the crown. Robbed of his
birthright and with no idea who he truly
is, Arthur comes up the hard way in the
back alleys of the city. But once he
pulls the sword Excalibur from the
stone, his life is turned upside down
and he is forced to acknowledge his true
legacy... whether he likes it or not.","Drama - Adventure","N/A","N/A","From nothing comes a King","2017-05-10","Joby Harold - Lionel Wigram","US","2:06:13","Guy Ritchie","Charlie Hunnam - Astrid Bergès-Frisbey -
Jude Law"
"386","The King's Speech","King's Speech","The Weinstein Company","PG-13","2010","9.5","The King's Speech tells the story of the
man who became King George VI, the
father of Queen Elizabeth II. After his
brother abdicates, George ('Bertie')
reluctantly assumes the throne. Plagued
by a dreaded stutter and considered
unfit to be king, Bertie engages the
help of an unorthodox speech therapist
named Lionel Logue. Through a set of
unexpected techniques, and as a result
of an unlikely friendship, Bertie is
able to find his voice and boldly lead
the country into war.","Biography - Drama","N/A","N/A","Find your voice.","2010-09-06","David Seidler","US","1:58:17","Tom Hooper","Colin Firth - Geoffrey Rush - Helena
Bonham Carter"
"215","Kingsman: The Golden Circle","Kingsman: The Golden Circle","Twentieth Century Fox Film Corporation","R","2017","7.0","When an attack on the Kingsman
headquarters takes place and a new
villain rises, Eggsy and Merlin are
forced to work together with the
American agency known as the Statesman
to save the world.","Comedy - Action","1","2018-01-06","Reports of my death have been greatly
exaggerated.","2017-09-20","Matthew Vaughn - Jane Goldman","US","2:21:02","Matthew Vaughn","Colin Firth - Julianne Moore - Taron
Egerton"
"216","Kiss Kiss Bang Bang","Kiss Kiss Bang Bang","Silver Pictures","R","2005","8.5","A petty thief posing as an actor is
brought to Los Angeles for an unlikely
audition and finds himself in the middle
of a murder investigation along with his
high school dream girl and a detective
who's been training him for his upcoming
role...","Crime - Mystery","N/A","N/A","SeX. MurdEr. MyStery. Welcome to the
party.","2005-09-05","Shane Black","USA","1:42:42","Shane Black","Robert Downey Jr. - Val Kilmer -
Michelle Monaghan"
"217","Kong: Skull Island","Kong: Skull Island","Legendary Pictures","PG-13","2017","7.6","Explore the mysterious and dangerous
home of the king of the apes as a team
of explorers ventures deep inside the
treacherous, primordial island.","Sci-Fi - Adventure","N/A","N/A","All hail the king","2017-03-08","Max Borenstein - Dan Gilroy","US","1:58:23","Jordan Vogt-Roberts","Tom Hiddleston - Samuel L. Jackson -
Brie Larson"
"218","La La Land","La Land","Summit Entertainment","PG-13","2016","9.2","Mia, an aspiring actress, serves lattes
to movie stars in between auditions and
Sebastian, a jazz musician, scrapes by
playing cocktail party gigs in dingy
bars, but as success mounts they are
faced with decisions that begin to fray
the fragile fabric of their love affair,
and the dreams they worked so hard to
maintain in each other threaten to rip
them apart.","Romance - Music","N/A","N/A","Here's to the fools who dream.","2016-11-29","Damien Chazelle","US","2:07:48","Damien Chazelle","Ryan Gosling - Emma Stone - Amiée Conn"
"219","Layer Cake","Layer Cake","Sony Pictures Classics","R","2004","8.0","When a seemingly straight-forward drug
deal goes awry, XXXX has to break his
die-hard rules and turn up the heat, not
only to outwit the old regime and come
out on top, but to save his own skin...","Crime - Drama","N/A","N/A","N/A","2004-09-30","J.J. Connolly","UK","1:45:23","Matthew Vaughn","Daniel Craig - Tom Hardy - Colm Meaney"
"220","The Lego Batman Movie","Lego Batman Movie","Lin Pictures","PG","2017","9.1","In the irreverent spirit of fun that
made “The Lego Movie” a worldwide
phenomenon, the self-described leading
man of that ensemble—Lego Batman—stars
in his own big-screen adventure. But
there are big changes brewing in Gotham,
and if he wants to save the city from
The Joker’s hostile takeover, Batman may
have to drop the lone vigilante thing,
try to work with others and maybe, just
maybe, learn to lighten up.","Adventure - Family","N/A","N/A","Always be yourself. Unless you can be
Batman.","2017-02-08","Chris McKenna - Erik Sommers","DK","1:44:30","Chris McKay","Will Arnett - Zach Galifianakis -
Michael Cera"
"221","Let Me In","Let Me In","Hammer Film Productions","R","2010","8.7","A bullied young boy befriends a young
female vampire who lives in secrecy with
her guardian.  A remake of the movie
“Let The Right One In” which was an
adaptation of a book.","Mystery - Drama","N/A","N/A","Innocence dies. Abby doesn't.","2010-10-01","Matt Reeves - John Ajvide Lindqvist","US","1:55:47","Matt Reeves","Kodi Smit-McPhee - Chloë Grace Moretz -
Richard Jenkins"
"222","Lethal Weapon","Lethal Weapon","Silver Pictures","R","1987","8.3","Veteran buttoned-down LAPD detective
Roger Murtaugh is partnered with
unhinged cop Martin Riggs, who --
distraught after his wife's death -- has
a death wish and takes unnecessary risks
with criminals at every turn. The odd
couple embark on their first homicide
investigation as partners, involving a
young woman known to Murtaugh with ties
to a drug and prostitution ring.","Crime - Action","N/A","N/A","If these two can learn to stand each
other... the bad guys don't stand a
chance.","1987-03-06","Shane Black","US","1:49:37","Richard Donner","Mel Gibson - Danny Glover - Gary Busey"
"223","Licence to Kill","Licence to Kill","Eon Productions","PG-13","1989","7.7","James Bond and his American colleague
Felix Leiter arrest the drug lord
Sanchez who succeeds in escaping and
takes revenge on Felix and his wife.
Bond knows but just one thing: revenge.","Action - Thriller","N/A","N/A","His bad side is a dangerous place to be.","1989-07-07","Richard Maibaum - Michael G. Wilson","US","2:13:21","John Glen","Timothy Dalton - Carey Lowell - Robert
Davi"
"224","Life","Life","Imagine Entertainment","R","1999","5.0","Two men in 1930s Mississippi become
friends after being sentenced to life in
prison together for a crime they did not
commit.","Crime - Drama","N/A","N/A","Share it with someone you love.","1999-04-16","Robert Ramsey - Matthew Stone","USA","1:48:30","Ted Demme","Eddie Murphy - Martin Lawrence - Obba
Babatundé"
"225","Life","Life","Columbia Pictures","R","2017","6.6","The six-member crew of the International
Space Station is tasked with studying a
sample from Mars that may be the first
proof of extra-terrestrial life, which
proves more intelligent than ever
expected.","Sci-Fi - Horror","N/A","N/A","Be careful what you search for","2017-03-22","Rhett Reese - Paul Wernick","US","1:43:58","Daniel Espinosa","Jake Gyllenhaal - Rebecca Ferguson -
Ryan Reynolds"
"226","Life as a House","Life as a House","New Line Cinema","R","2001","4.7","When a man is diagnosed with terminal
cancer, he takes custody of his
misanthropic teenage son, for whom
quality time means getting high,
engaging in small-time prostitution, and
avoiding his father.","Drama","N/A","N/A","Seen from a distance, it's perfect.","2001-10-25","Mark Andrus","US","2:05:22","Irwin Winkler","Kevin Kline - Kristin Scott Thomas -
Hayden Christensen"
"3892","Lincoln","Lincoln","DreamWorks","PG-13","2012","6.7","A revealing drama that focuses on the
16th President's tumultuous final months
in office. In a nation divided by war
and the strong winds of change, Lincoln
pursues a course of action designed to
end the war, unite the country and
abolish slavery. With the moral courage
and fierce determination to succeed, his
choices during this critical moment will
change the fate of generations to come.","History - Drama","1","2018-01-15","With the moral courage and fierce
determination to succeed, his choices
will change the fate of generations to
come.","2012-11-09","Tony Kushner","India - USA","2:29:57","Steven Spielberg","Daniel Day-Lewis - Sally Field - David
Strathairn"
"227","The Lion King","Lion King","Walt Disney Pictures","G","1994","9.2","A young lion cub named Simba can't wait
to be king. But his uncle craves the
title for himself and will stop at
nothing to get it.","Animation - Family","N/A","N/A","Life's greatest adventure is finding
your place in the Circle of Life.","1994-06-23","Linda Woolverton - Jonathan Roberts","US","1:28:23","Roger Allers - Rob Minkoff","Jonathan Taylor Thomas - Matthew
Broderick - James Earl Jones"
"3826","Little Nicky","Little Nicky","New Line Cinema","PG-13","2000","2.2","After the lord of darkness decides he
will not cede his thrown to any of his
three sons, the two most powerful of
them escape to Earth to create a kingdom
for themselves. This action closes the
portal filtering sinful souls to Hell
and causes Satan to wither away. He must
send his most weak but beloved son,
Little Nicky, to Earth to return his
brothers to Hell.","Comedy - Fantasy","N/A","N/A","He's Never Been To Earth. He's Never
Even Slept Over Some Other Dude's House.","2000-11-10","Tim Herlihy - Adam Sandler","US","1:30:16","Steven Brill","Adam Sandler - Patricia Arquette -
Harvey Keitel"
"228","Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels","Handmade Films Ltd.","R","1998","7.6","A card shark and his unwillingly-
enlisted friends need to make a lot of
cash quick after losing a sketchy poker
match. To do this they decide to pull a
heist on a small-time gang who happen to
be operating out of the flat next door.","Crime - Comedy","N/A","N/A","A Disgrace to Criminals Everywhere.","1998-03-05","Guy Ritchie","GB","1:47:23","Guy Ritchie","Jason Flemyng - Dexter Fletcher - Nick
Moran"
"229","Logan","Logan","Twentieth Century Fox Film Corporation","R","2017","9.3","In the near future, a weary Logan cares
for an ailing Professor X in a hideout
on the Mexican border. But Logan's
attempts to hide from the world and his
legacy are upended when a young mutant
arrives, pursued by dark forces.","Sci-Fi - Drama","N/A","N/A","His time has come","2017-02-28","Michael Green - Scott Frank","US","2:17:23","James Mangold","Hugh Jackman - Patrick Stewart - Dafne
Keen"
"230","Logan Lucky","Logan Lucky","Free Association","PG-13","2017","9.2","Trying to reverse a family curse,
brothers Jimmy and Clyde Logan set out
to execute an elaborate robbery during
the legendary Coca-Cola 600 race at the
Charlotte Motor Speedway.","Crime - Drama","N/A","N/A","See how the other half steals.","2017-08-17","Rebecca Blunt","US","1:59:03","Steven Soderbergh","Channing Tatum - Adam Driver - Daniel
Craig"
"231","The Lord of the Rings: The Fellowship of
the Ring","Lord of the Rings: The Fellowship of the
Ring","WingNut Films","PG-13","2001","9.1","Young hobbit Frodo Baggins, after
inheriting a mysterious ring from his
uncle Bilbo, must leave his home in
order to keep it from falling into the
hands of its evil creator. Along the
way, a fellowship is formed to protect
the ringbearer and make sure that the
ring arrives at its final destination:
Mt. Doom, the only place where it can be
destroyed.","Drama - Adventure","N/A","N/A","One ring to rule them all","2001-12-18","Peter Jackson - Fran Walsh","NZ","1:45:43","Peter Jackson","Elijah Wood - Ian McKellen - Viggo
Mortensen"
"232","The Lord of the Rings: The Return of the
King","Lord of the Rings: The Return of the
King","WingNut Films","PG-13","2003","9.4","Aragorn is revealed as the heir to the
ancient kings as he, Gandalf and the
other members of the broken fellowship
struggle to save Gondor from Sauron's
forces. Meanwhile, Frodo and Sam bring
the ring closer to the heart of Mordor,
the dark lord's realm.","Drama - Adventure","N/A","N/A","The eye of the enemy is moving.","2003-12-01","Peter Jackson - Fran Walsh","NZ","2:07:40","Peter Jackson","Elijah Wood - Ian McKellen - Viggo
Mortensen"
"233","The Lord of the Rings: The Two Towers","Lord of the Rings: The Two Towers","WingNut Films","PG-13","2002","9.6","Frodo and Sam are trekking to Mordor to
destroy the One Ring of Power while
Gimli, Legolas and Aragorn search for
the orc-captured Merry and Pippin. All
along, nefarious wizard Saruman awaits
the Fellowship members at the Orthanc
Tower in Isengard.","Drama - Adventure","N/A","N/A","A New Power Is Rising.","2002-12-18","Peter Jackson - Fran Walsh","NZ","1:46:36","Peter Jackson","Elijah Wood - Ian McKellen - Viggo
Mortensen"
"234","Lord of War","Lord of War","Saturn Films","R","2005","6.1","Yuri Orlov is a globetrotting arms
dealer and, through some of the
deadliest war zones, he struggles to
stay one step ahead of a relentless
Interpol agent, his business rivals and
even some of his customers who include
many of the world's most notorious
dictators. Finally, he must also face
his own conscience.","Crime - Drama","N/A","N/A","Where there's a will, there's a weapon","2005-09-16","Andrew Niccol","FR","2:01:57","Andrew Niccol","Nicolas Cage - Bridget Moynahan - Jared
Leto"
"235","The Magnificent Seven","Magnificent Seven","Columbia Pictures","PG-13","2016","6.3","Seven gun men in the old west gradually
come together to help a poor village
against savage thieves.","Adventure - Action","N/A","N/A","Justice has a number.","2016-09-14","Nic Pizzolatto - Richard Wenk","US","2:12:49","Antoine Fuqua","Denzel Washington - Chris Pratt - Ethan
Hawke"
"236","Man of Steel","Man of Steel","Legendary Pictures","PG-13","2013","5.5","A young boy learns that he has
extraordinary powers and is not of this
earth. As a young man, he journeys to
discover where he came from and what he
was sent here to do. But the hero in him
must emerge if he is to save the world
from annihilation and become the symbol
of hope for all mankind.","Sci-Fi - Adventure","N/A","N/A","You will believe that a man can fly.","2013-06-12","David S. Goyer","US","2:23:03","Zack Snyder","Henry Cavill - Amy Adams - Michael
Shannon"
"237","Man on Fire","Man on Fire","Regency Enterprises","R","2004","3.9","Jaded ex-CIA operative John Creasy
reluctantly accepts a job as the
bodyguard for a 10-year-old girl in
Mexico City. They clash at first, but
eventually bond, and when she's
kidnapped he's consumed by fury and will
stop at nothing to save her life.","Crime - Drama","N/A","N/A","Creasy's art is death, and he is about
to paint his masterpiece.","2004-04-23","Brian Helgeland","US","2:26:09","Tony Scott","Denzel Washington - Dakota Fanning -
Marc Anthony"
"238","Mars Attacks!","Mars Attacks!","Tim Burton Productions","PG-13","1996","5.2","'We come in peace' is not what those
green men from Mars mean when they
invade our planet, armed with
irresistible weapons and a cruel sense
of humor.  This star studded cast must
play victim to the alien’s fun and games
in this comedy homage to science fiction
films of the '50s and '60s.","Sci-Fi - Comedy","N/A","N/A","Nice planet. We'll take it!","1996-12-12","Jonathan Gems","US","1:45:46","Tim Burton","Jack Nicholson - Glenn Close - Annette
Bening"
"239","Masterminds","Masterminds","Broadway Video","PG-13","2016","3.4","A night guard at an armored car company
in the Southern U.S. organizes one of
the biggest bank heists in American
history.","Crime - Comedy","N/A","N/A","What Would You Do With $17 Million?","2016-09-29","Chris Bowman - Hubbel Palmer","US","1:34:38","Jared Hess","Zach Galifianakis - Owen Wilson -
Kristen Wiig"
"240","Masters of the Universe","Masters of the Universe","Cannon Group","PG","1987","1.7","The world of Eternia in the aftermath of
Skeletor's war on Castle Grayskull,
which he has won after seizing Grayskull
and the surrounding city using a cosmic
key developed by the locksmith Gwildor.
The Sorceress is now Skeletor's prisoner
and he begins to drain her life-force as
he waits for the moon of Eternia to
align with the Great Eye of the Universe
that will bestow god-like power upon
him.","Sci-Fi - Adventure","N/A","N/A","A battle fought in the stars. Now...
comes to Earth.","1987-08-07","David Odell","US","1:45:43","Gary Goddard","Dolph Lundgren - Frank Langella - Meg
Foster"
"243","The Matrix","Matrix","Village Roadshow Pictures","R","1999","8.7","Set in the 22nd century, The Matrix
tells the story of a computer hacker who
joins a group of underground insurgents
fighting the vast and powerful computers
who now rule the earth.","Sci-Fi - Action","N/A","N/A","Welcome to the Real World.","1999-03-30","Lilly Wachowski - Lana Wachowski","US","2:16:17","Lana Wachowski - Lilly Wachowski","Keanu Reeves - Laurence Fishburne -
Carrie-Anne Moss"
"241","The Matrix Reloaded","Matrix Reloaded","Village Roadshow Pictures","R","2003","7.3","Six months after the events depicted in
The Matrix, Neo has proved to be a good
omen for the free humans, as more and
more humans are being freed from the
matrix and brought to Zion, the one and
only stronghold of the Resistance.  Neo
himself has discovered his superpowers
including super speed, ability to see
the codes of the things inside the
matrix and a certain degree of pre-
cognition. But a nasty piece of news
hits the human resistance: 250,000
machine sentinels are digging to Zion
and would reach them in 72 hours. As
Zion prepares for the ultimate war, Neo,
Morpheus and Trinity are advised by the
Oracle to find the Keymaker who would
help them reach the Source.  Meanwhile
Neo's recurrent dreams depicting
Trinity's death have got him worried and
as if it was not enough, Agent Smith has
somehow escaped deletion, has become
more powerful than before and has fixed
Neo as his next target.","Sci-Fi - Action","N/A","N/A","Free your mind.","2003-05-15","Lilly Wachowski - Lana Wachowski","US","2:18:15","Lilly Wachowski - Lana Wachowski","Keanu Reeves - Carrie-Anne Moss -
Laurence Fishburne"
"242","The Matrix Revolutions","Matrix Revolutions","Village Roadshow Pictures","R","2003","3.6","The human city of Zion defends itself
against the massive invasion of the
machines as Neo fights to end the war at
another front while also opposing the
rogue Agent Smith.","Sci-Fi - Adventure","N/A","N/A","Everything that has a beginning has an
end.","2003-11-05","Lilly Wachowski - Lana Wachowski","US","2:09:15","Lilly Wachowski - Lana Wachowski","Keanu Reeves - Laurence Fishburne -
Carrie-Anne Moss"
"244","The Meaning of Life","Meaning of Life","Universal Pictures","R","1983","9.0","Life's questions are 'answered' in a
series of outrageous vignettes,
beginning with a staid London insurance
company which transforms before our eyes
into a pirate ship. Then there's the
National Health doctors who try to claim
a healthy liver from a still-living
donor. The world's most voracious
glutton brings the art of vomiting to
new heights before his spectacular
demise.","Comedy - Musical","N/A","N/A","It took God six days to create the
earth, and Monty Python just 90 minutes
to screw it up.","1983-03-31","Graham Chapman - John Cleese","UK","1:47:00","Terry Jones - Terry Gilliam","Terry Gilliam - Simon Jones - Patricia
Quinn"
"245","Medicine Man","Medicine Man","Hollywood Pictures","PG-13","1992","2.0","An eccentric scientist working for a
large drug company is working on a
research project in the Amazon jungle.
He sends for a research assistant and a
gas chromatograph because he's close to
a cure for cancer. When the assistant
turns out to be a ""mere woman,"" he
rejects her help. Meanwhile the
bulldozers get closer to the area in
which they are conducting research, and
they eventually learn to work together,
and begin falling in love.","Romance - Drama","N/A","N/A","He turned his back on civilization. Only
to discover he had the power to save it.","1992-02-07","Tom Schulman - Sally Robinson","US","1:45:19","John McTiernan","Sean Connery - Lorraine Bracco - José
Wilker"
"246","Memento","Memento","Summit Entertainment","R","2000","9.2","Suffering short-term memory loss after a
head injury, Leonard Shelby embarks on a
grim quest to find the lowlife who
murdered his wife in this gritty,
complex thriller that packs more knots
than a hangman's noose. To carry out his
plan, Shelby snaps Polaroids of people
and places, jotting down contextual
notes on the backs of photos to aid in
his search and jog his memory. He even
tattoos his own body in a desperate bid
to remember.","Mystery - Thriller","N/A","N/A","Some memories are best forgotten.","2000-10-11","Christopher Nolan - Jonathan Nolan","US","1:53:26","Christopher Nolan","Guy Pearce - Carrie-Anne Moss - Joe
Pantoliano"
"4019","Men in Black","Men in Black","Amblin Entertainment","PG-13","1997","7.3","Men in Black follows the exploits of
agents Kay and Jay, members of a top-
secret organization established to
monitor and police alien activity on
Earth. The two Men in Black find
themselves in the middle of the deadly
plot by an intergalactic terrorist who
has arrived on Earth to assassinate two
ambassadors from opposing galaxies. In
order to prevent worlds from colliding,
the MiB must track down the terrorist
and prevent the destruction of Earth.
It's just another typical day for the
Men in Black.","Adventure - Comedy","N/A","N/A","Protecting the Earth from the scum of
the universe.","1997-07-02","Ed Solomon","US","1:37:58","Barry Sonnenfeld","Tommy Lee Jones - Will Smith - Linda
Fiorentino"
"3974","Men in Black 3","Men in Black 3","Amblin Entertainment","PG-13","2012","6.8","Agents J (Will Smith) and K (Tommy Lee
Jones) are back...in time. J has seen
some inexplicable things in his 15 years
with the Men in Black, but nothing, not
even aliens, perplexes him as much as
his wry, reticent partner. But when K's
life and the fate of the planet are put
at stake, Agent J will have to travel
back in time to put things right. J
discovers that there are secrets to the
universe that K never told him - secrets
that will reveal themselves as he teams
up with the young Agent K (Josh Brolin)
to save his partner, the agency, and the
future of humankind.","Sci-Fi - Comedy","N/A","N/A","They are back... in time.","2012-05-23","Lowell Cunningham - Etan Cohen","USA","1:45:50","Barry Sonnenfeld","Will Smith - Tommy Lee Jones - Josh
Brolin"
"3972","Men in Black II","Men in Black II","Columbia Pictures","PG-13","2002","3.8","Kay and Jay reunite to provide our best,
last and only line of defense against a
sinister seductress who levels the
toughest challenge yet to the MIB's
untarnished mission statement –
protecting Earth from the scum of the
universe. It's been four years since the
alien-seeking agents averted an
intergalactic disaster of epic
proportions. Now it's a race against the
clock as Jay must convince Kay – who not
only has absolutely no memory of his
time spent with the MIB, but is also the
only living person left with the
expertise to save the galaxy – to
reunite with the MIB before the earth
submits to ultimate destruction.","Sci-Fi - Mystery","N/A","N/A","Same Planet. New Scum.","2002-07-03","Barry Fanaro - Robert Gordon","USA","1:28:08","Barry Sonnenfeld","Tommy Lee Jones - Will Smith - Rip Torn"
